Red,X,Y,Z,x,y
139,21.3358,70.1494,4.4782,0.2223,0.731
138,20.5064,67.2885,4.2758,0.2227,0.7308
137,19.6952,64.4975,4.0736,0.2231,0.7307
136,18.9438,61.8936,3.8999,0.2236,0.7304
135,18.1399,59.1396,3.71,0.224,0.7302
134,17.3946,56.593,3.5389,0.2244,0.73
133,16.6607,54.0897,3.3618,0.2248,0.7298
132,15.9716,51.7433,3.2034,0.2252,0.7296
131,15.2386,49.2649,3.0446,0.2256,0.7293
130,14.5678,46.9908,2.8864,0.2261,0.7292
129,13.8954,44.7269,2.7403,0.2264,0.7289
128,13.2325,42.5066,2.5944,0.2268,0.7287
127,12.5911,40.3412,2.4486,0.2274,0.7284
126,11.9799,38.3041,2.3154,0.2278,0.7282
125,11.3846,36.3275,2.1944,0.2281,0.7279
124,10.7983,34.3845,2.0675,0.2285,0.7277
123,10.2213,32.4802,1.9407,0.229,0.7276
122,9.6865,30.7087,1.8313,0.2294,0.7272
121,9.179,29.0466,1.7203,0.2298,0.7271
120,8.6614,27.3499,1.6184,0.2302,0.7268
119,8.1518,25.6831,1.5105,0.2306,0.7266
118,7.6435,24.025,1.4086,0.2311,0.7263
117,7.1678,22.4813,1.3132,0.2315,0.7261
116,6.8521,21.4562,1.2496,0.2318,0.7259
115,6.5567,20.5047,1.1922,0.2321,0.7257
114,6.2835,19.6229,1.1381,0.2323,0.7256
113,6.1179,19.0862,1.1032,0.2326,0.7255
112,5.8582,18.2563,1.0523,0.2328,0.7254
111,5.6252,17.5094,1.0077,0.233,0.7253
110,5.4443,16.9284,0.9727,0.2332,0.7251
109,5.2046,16.1611,0.928,0.2335,0.7249
108,5.0359,15.6222,0.8931,0.2337,0.7249
107,4.8114,14.9074,0.858,0.2338,0.7245
106,4.6237,14.3084,0.819,0.2341,0.7244
105,4.4353,13.7127,0.7852,0.2343,0.7243
104,4.2483,13.1185,0.7479,0.2345,0.7242
103,4.065,12.5393,0.7159,0.2347,0.724
102,3.8956,12.0045,0.684,0.2349,0.7239
101,3.7388,11.5102,0.6557,0.2351,0.7237
100,3.5862,11.0271,0.6257,0.2353,0.7236
99,3.3881,10.405,0.5867,0.2356,0.7236
98,3.2482,9.9654,0.5646,0.2357,0.7233
97,3.1006,9.4972,0.5364,0.2361,0.7231
96,2.9595,9.0555,0.5091,0.2363,0.723
95,2.8112,8.5923,0.4861,0.2364,0.7227
94,2.6779,8.1803,0.4597,0.2366,0.7228
93,2.553,7.791,0.437,0.2368,0.7227
92,2.4382,7.4323,0.4194,0.237,0.7223
91,2.307,7.0236,0.3949,0.2372,0.7222
90,2.1795,6.6306,0.3721,0.2374,0.7221
89,2.0744,6.308,0.3529,0.2375,0.7221
88,1.9641,5.9644,0.3329,0.2377,0.722
87,1.845,5.5974,0.3093,0.238,0.7221
86,1.7752,5.3817,0.3,0.2381,0.7217
85,1.6564,5.0211,0.279,0.2381,0.7218
84,1.6035,4.8533,0.2698,0.2384,0.7215
83,1.4382,4.3434,0.2442,0.2387,0.7208
82,1.3231,3.9902,0.2235,0.239,0.7207
81,1.1991,3.612,0.202,0.2392,0.7205
80,1.0973,3.3026,0.1833,0.2394,0.7206
79,0.9918,2.9787,0.1652,0.2398,0.7202
78,0.9034,2.7123,0.152,0.2398,0.7199
77,0.8137,2.4412,0.1357,0.24,0.72
76,0.7424,2.2228,0.1238,0.2403,0.7196
75,0.6611,1.9785,0.1107,0.2404,0.7194
74,0.5993,1.7915,0.1003,0.2406,0.7192
73,0.5313,1.5895,0.0863,0.2407,0.7202
72,0.4811,1.4363,0.0817,0.2407,0.7185
71,0.4261,1.2708,0.0717,0.2409,0.7185
70,0.3835,1.1422,0.0653,0.241,0.7179
69,0.3378,1.006,0.0553,0.2414,0.7191
68,0.3064,0.9134,0.0506,0.2412,0.719
67,0.2465,0.734,0.0406,0.2414,0.7188
66,0.2006,0.5968,0.0337,0.2413,0.7181
65,0.163,0.485,0.0276,0.2413,0.7178
64,0.1324,0.3937,0.0223,0.2413,0.718
63,0.1062,0.316,0.0178,0.2414,0.7181
62,0.0861,0.2565,0.0143,0.2413,0.7186
61,0.0693,0.2064,0.0116,0.2411,0.7183
60,0.0573,0.1707,0.0096,0.241,0.7186
59,0.0419,0.1253,0.0072,0.2404,0.7182
58,0.028,0.0835,0.0047,0.2411,0.718
57,0.0157,0.0468,0.0027,0.2413,0.7173
56,0.0072,0.0214,0.0013,0.2419,0.7147
55,0.0028,0.0081,0.0006,0.2406,0.7096
54,0.0011,0.0031,0.0003,0.2443,0.6966
53,0.0005,0.0014,0.0002,0.2435,0.6517
52,0.0003,0.0006,0.0002,0.2381,0.6037
51,0.0001,0.0003,0.0001,0.2764,0.5399
50,0.0001,0.0001,0.0002,0.2563,0.2965
49,0.0001,0.0001,0.0001,0.2881,0.2263
48,0,0.0001,0.0002,0.1149,0.2128
47,0,0,0.0001,0.197,0.2217
46,0,0,0.0001,0.2326,0.2558
45,0,0,0.0001,0.1484,0.2033
44,0,0,0.0002,0.1061,0.0112
43,0,0,0.0001,0.1897,0.1897
42,0,0,0.0001,0.1217,0.0952
41,0,0,0.0001,0.2692,0.1026
40,0.0001,0,0.0002,0.2296,0
39,0.0001,0,0.0001,0.2654,0.128
38,0.0001,0,0.0002,0.1993,0.1317
37,0.0001,0,0.0001,0.2892,0.1324
36,0,0.0001,0.0001,0.2469,0.3951
35,0,0,0,0.4051,-0.0127
34,0,0,0.0001,0.3,0.1769
33,0,0.0001,0.0001,0.2166,0.2396
32,0,0,0.0001,0.2258,0.086
31,0.0001,0,0.0001,0.2842,0.0164
30,0,0,0.0001,0.4273,-0.2273
29,0.0001,0,0.0001,0.4355,-0.1452
28,0,0,0.0001,0.2829,0.2039
27,0,0,0.0001,0.1912,0.0833
26,0,0,0.0001,0.2185,0.2649
25,0,0,0.0002,0.1541,0.0645
24,0.0001,0,0.0001,0.2353,0.1849
23,0,0,0.0001,0.2009,0.1542
22,0.0001,0,0.0002,0.2629,0.1076
21,0.0001,0,0.0001,0.328,0.1005
20,0,0,0.0001,0.2364,0.1697
19,0,0,0.0002,0.1619,0.1984
18,0.0001,0,0.0001,0.4472,0.0813
17,0,0,0.0001,0.2625,0
16,0,0,0.0001,0.1846,0.1077
15,0,0,0.0001,0.15,0.11
14,0,0.0001,0.0001,0.1393,0.4229
13,0,0,0.0001,0.2205,0.2256
12,0,0,0.0001,0.1329,0.042
11,0.0001,0,0,0.4333,0.25
10,0,0,0.0001,0.2041,0.2449
9,0,0,0.0001,0.3423,-0.045
8,0,0.0001,0.0001,0.2487,0.3386
7,0,0,0.0002,0.1658,-0.0363
6,0,0,0.0001,0.1786,-0.0214
5,0.0001,0,0.0001,0.2525,0.202
4,0.0001,0,0.0001,0.3766,0.1169
3,0,0,0.0001,0.1182,0.2636
2,0,0,0,0.398,0.1122
1,0.0001,0,0.0001,0.3711,0.1384
0,0,0,0,0.5469,0.1719
Blue,X,Y,Z,x,y
255,143.1736,48.5922,831.1962,0.14,0.0475
254,141.4558,48.023,821.225,0.14,0.0475
253,140.6908,47.7749,816.7957,0.14,0.0475
252,140.2212,47.619,814.0992,0.1399,0.0475
251,138.0919,46.9143,801.8406,0.1399,0.0475
250,137.8636,46.8403,800.5473,0.1399,0.0475
249,135.4784,46.0443,786.6027,0.1399,0.0476
248,133.7114,45.473,776.4701,0.1399,0.0476
247,131.423,44.7118,763.1777,0.1399,0.0476
246,129.7641,44.1645,753.5735,0.1399,0.0476
245,127.7633,43.4976,741.9968,0.1399,0.0476
244,125.8879,42.8765,731.134,0.1399,0.0476
243,123.9613,42.2417,719.9894,0.1399,0.0477
242,122.0286,41.5994,708.8159,0.1399,0.0477
241,120.3409,41.0427,698.9846,0.1399,0.0477
240,118.4291,40.4033,687.9109,0.1399,0.0477
239,116.8696,39.8863,678.8705,0.1399,0.0477
238,114.8678,39.2225,667.3107,0.1398,0.0478
237,113.224,38.6734,657.796,0.1398,0.0478
236,111.4026,38.0738,647.242,0.1398,0.0478
235,109.914,37.5771,638.6452,0.1398,0.0478
234,108.141,36.9863,628.3472,0.1398,0.0478
233,106.4912,36.4394,618.7903,0.1398,0.0478
232,104.8324,35.8828,609.1891,0.1398,0.0478
231,103.0855,35.2982,599.0723,0.1398,0.0479
230,101.3949,34.74,589.2715,0.1398,0.0479
229,99.8278,34.2105,580.1773,0.1398,0.0479
228,98.2425,33.6836,571.0212,0.1398,0.0479
227,96.7336,33.1773,562.2134,0.1398,0.0479
226,95.2659,32.6894,553.7732,0.1397,0.048
225,93.5669,32.1207,543.9019,0.1397,0.048
224,92.0008,31.596,534.7948,0.1397,0.048
223,90.5927,31.1193,526.6583,0.1397,0.048
222,88.9642,30.5774,517.1803,0.1397,0.048
221,87.6379,30.1311,509.5442,0.1397,0.048
220,85.9843,29.5808,499.9134,0.1397,0.0481
219,84.5497,29.0928,491.5878,0.1397,0.0481
218,83.0993,28.6086,483.1328,0.1397,0.0481
217,81.651,28.1263,474.7947,0.1397,0.0481
216,80.3245,27.6788,467.088,0.1397,0.0481
215,79.0232,27.2428,459.5685,0.1397,0.0481
214,77.4646,26.7159,450.5122,0.1397,0.0482
213,76.0869,26.2477,442.5418,0.1396,0.0482
212,74.7641,25.8079,434.8727,0.1396,0.0482
211,73.4168,25.35,427.0507,0.1396,0.0482
210,72.1074,24.9107,419.4489,0.1396,0.0482
209,70.8492,24.4827,412.1242,0.1396,0.0482
208,69.4185,23.9968,403.7976,0.1396,0.0483
207,68.1733,23.58,396.6056,0.1396,0.0483
206,66.9669,23.1711,389.589,0.1396,0.0483
205,65.6347,22.7244,381.901,0.1396,0.0483
204,64.2522,22.2498,373.8277,0.1396,0.0483
203,62.9793,21.8227,366.4574,0.1396,0.0484
202,61.7605,21.4063,359.3863,0.1396,0.0484
201,60.6557,21.0306,352.969,0.1395,0.0484
200,59.3955,20.605,345.6375,0.1395,0.0484
199,58.2534,20.218,338.9963,0.1395,0.0484
198,57.0947,19.8232,332.2642,0.1395,0.0484
197,55.9089,19.4176,325.3746,0.1395,0.0485
196,54.7215,19.0174,318.5093,0.1395,0.0485
195,53.662,18.6527,312.3282,0.1395,0.0485
194,52.5035,18.263,305.6082,0.1395,0.0485
193,51.5125,17.9186,299.8629,0.1395,0.0485
192,50.5361,17.5885,294.1539,0.1395,0.0485
191,49.564,17.257,288.5176,0.1395,0.0486
190,48.6458,16.9447,283.1961,0.1395,0.0486
189,47.7482,16.6378,277.9835,0.1395,0.0486
188,46.8214,16.3171,272.5773,0.1395,0.0486
187,46.1021,16.0708,268.4121,0.1395,0.0486
186,45.1716,15.7579,263.0119,0.1394,0.0486
185,44.3878,15.4866,258.4411,0.1394,0.0487
184,43.5939,15.2154,253.84,0.1394,0.0487
183,42.8622,14.966,249.59,0.1394,0.0487
182,42.0868,14.6998,245.0616,0.1394,0.0487
181,41.3156,14.432,240.5997,0.1394,0.0487
180,40.5422,14.1659,236.0834,0.1394,0.0487
179,39.8541,13.9329,232.0938,0.1394,0.0487
178,39.0705,13.6643,227.5412,0.1394,0.0488
177,38.2787,13.3934,222.9582,0.1394,0.0488
176,37.5386,13.1385,218.6478,0.1394,0.0488
175,36.8272,12.8915,214.4765,0.1394,0.0488
174,36.1764,12.6676,210.729,0.1394,0.0488
173,35.4776,12.4263,206.6486,0.1394,0.0488
172,34.7293,12.1691,202.3139,0.1394,0.0488
171,34.0204,11.9277,198.1911,0.1393,0.0489
170,33.4087,11.7165,194.6192,0.1394,0.0489
169,32.7348,11.4813,190.6961,0.1393,0.0489
168,32.0442,11.2426,186.6581,0.1394,0.0489
167,31.4143,11.0291,183.0256,0.1393,0.0489
166,30.7693,10.8045,179.26,0.1393,0.0489
165,30.1227,10.5829,175.5186,0.1393,0.0489
164,29.509,10.3697,171.9649,0.1393,0.0489
163,28.8206,10.1336,167.9389,0.1393,0.049
162,28.2336,9.9258,164.5123,0.1393,0.049
161,27.6426,9.7202,161.0555,0.1393,0.049
160,27.0372,9.5119,157.532,0.1393,0.049
159,26.482,9.321,154.3422,0.1393,0.049
158,25.9096,9.1209,150.989,0.1393,0.049
157,25.292,8.9074,147.3997,0.1393,0.049
156,24.7737,8.7292,144.3794,0.1393,0.0491
155,24.2056,8.5295,141.0685,0.1393,0.0491
154,23.6709,8.3462,137.9695,0.1393,0.0491
153,23.0839,8.138,134.5195,0.1393,0.0491
152,22.5451,7.9521,131.4023,0.1393,0.0491
151,22.058,7.7849,128.5696,0.1392,0.0491
150,21.5499,7.6046,125.6038,0.1392,0.0491
149,21.0337,7.4263,122.5895,0.1393,0.0492
148,20.5051,7.2431,119.5208,0.1392,0.0492
147,20.0117,7.0708,116.6518,0.1392,0.0492
146,19.541,6.9042,113.9099,0.1392,0.0492
145,19.0374,6.7293,110.9925,0.1392,0.0492
144,18.573,6.5701,108.2809,0.1392,0.0492
143,18.1211,6.4141,105.654,0.1392,0.0493
142,17.6669,6.2526,102.9908,0.1392,0.0493
141,17.2358,6.1023,100.491,0.1392,0.0493
140,16.8064,5.9492,97.9791,0.1392,0.0493
139,16.3297,5.7849,95.2069,0.1392,0.0493
138,15.913,5.64,92.7858,0.1392,0.0493
137,15.521,5.5004,90.4858,0.1392,0.0493
136,15.1064,5.3556,88.0828,0.1392,0.0493
135,14.6774,5.2079,85.5952,0.1391,0.0494
134,14.2731,5.0657,83.2407,0.1391,0.0494
133,13.9164,4.9376,81.1646,0.1391,0.0494
132,13.5057,4.7924,78.7556,0.1392,0.0494
131,13.1481,4.6679,76.6791,0.1391,0.0494
130,12.7739,4.5367,74.5001,0.1391,0.0494
129,12.3695,4.3943,72.1336,0.1391,0.0494
128,11.9508,4.2494,69.7065,0.1391,0.0495
127,11.4947,4.0884,67.0585,0.1391,0.0495
126,10.9825,3.9076,64.0564,0.1391,0.0495
125,10.3719,3.6931,60.5066,0.1391,0.0495
124,9.7508,3.473,56.8781,0.1391,0.0495
123,9.1444,3.2587,53.3525,0.1391,0.0496
122,8.5866,3.0617,50.0931,0.1391,0.0496
121,8.0246,2.8635,46.8127,0.1391,0.0496
120,7.5041,2.679,43.7773,0.1391,0.0496
119,7.0064,2.5016,40.8811,0.139,0.0496
118,6.5156,2.3301,38.0053,0.1391,0.0497
117,6.0511,2.1644,35.3044,0.139,0.0497
116,5.7038,2.0421,33.2801,0.139,0.0498
115,5.3955,1.9306,31.4825,0.139,0.0497
114,5.2074,1.8642,30.389,0.139,0.0498
113,5.0135,1.7957,29.2532,0.139,0.0498
112,4.8273,1.7293,28.1614,0.139,0.0498
111,4.5997,1.647,26.8344,0.139,0.0498
110,4.408,1.5786,25.7296,0.139,0.0498
109,4.2212,1.5132,24.6336,0.139,0.0498
108,4.0529,1.453,23.6508,0.139,0.0498
107,3.8641,1.3866,22.5496,0.139,0.0499
106,3.6877,1.3219,21.5149,0.139,0.0498
105,3.516,1.2611,20.5036,0.1391,0.0499
104,3.3673,1.2083,19.6489,0.139,0.0499
103,3.2007,1.1489,18.6757,0.139,0.0499
102,3.054,1.097,17.821,0.139,0.0499
101,2.92,1.0489,17.0364,0.139,0.0499
100,2.7976,1.0039,16.3296,0.139,0.0499
99,2.6455,0.9499,15.4385,0.139,0.0499
98,2.5193,0.9045,14.7093,0.1389,0.0499
97,2.3941,0.8604,13.967,0.139,0.05
96,2.2779,0.8179,13.2853,0.1391,0.0499
95,2.1677,0.7795,12.6556,0.1389,0.05
94,2.0539,0.7386,11.9799,0.139,0.05
93,1.9468,0.6991,11.3631,0.139,0.0499
92,1.8595,0.6693,10.8379,0.1391,0.0501
91,1.7543,0.6318,10.23,0.139,0.0501
90,1.6625,0.5984,9.6949,0.1391,0.0501
89,1.5762,0.5677,9.1908,0.1391,0.0501
88,1.4897,0.5368,8.6919,0.139,0.0501
87,1.4052,0.5054,8.1998,0.139,0.05
86,1.3367,0.4815,7.7938,0.1391,0.0501
85,1.2697,0.4581,7.4051,0.139,0.0502
84,1.2071,0.4347,7.0362,0.1391,0.0501
83,1.0807,0.3887,6.3004,0.1391,0.05
82,1.0011,0.3613,5.8375,0.139,0.0502
81,0.9204,0.3323,5.3652,0.1391,0.0502
80,0.8455,0.3053,4.9279,0.1391,0.0502
79,0.7715,0.2784,4.4946,0.1391,0.0502
78,0.6976,0.2519,4.0704,0.139,0.0502
77,0.6412,0.2314,3.7382,0.1391,0.0502
76,0.5869,0.2121,3.4208,0.1391,0.0503
75,0.5281,0.1907,3.079,0.1391,0.0502
74,0.4823,0.1742,2.81,0.1391,0.0502
73,0.4351,0.1568,2.533,0.1392,0.0502
72,0.3965,0.1427,2.3121,0.1391,0.0501
71,0.3567,0.1286,2.0794,0.1391,0.0501
70,0.3246,0.117,1.8924,0.1391,0.0501
69,0.2952,0.1062,1.7191,0.1392,0.0501
68,0.268,0.097,1.5615,0.1391,0.0504
67,0.2192,0.0792,1.2776,0.1391,0.0503
66,0.1823,0.0658,1.0626,0.1391,0.0502
65,0.1506,0.0542,0.8779,0.1391,0.0501
64,0.1254,0.0451,0.7308,0.1391,0.05
63,0.1033,0.0371,0.6013,0.1392,0.05
62,0.0846,0.0304,0.4921,0.1394,0.0501
61,0.0671,0.0241,0.3899,0.1394,0.0501
60,0.0535,0.0192,0.3108,0.1394,0.0502
59,0.0393,0.0142,0.2285,0.1393,0.0504
58,0.0296,0.0107,0.1719,0.1395,0.0503
57,0.0225,0.0081,0.1308,0.1395,0.0502
56,0.0173,0.0062,0.1002,0.1397,0.0504
55,0.0134,0.0048,0.0776,0.1399,0.0504
54,0.0106,0.0038,0.0612,0.1401,0.0507
53,0.0082,0.003,0.0475,0.14,0.051
52,0.0057,0.0021,0.0329,0.1406,0.0517
51,0.003,0.0011,0.017,0.1409,0.0509
50,0.0014,0.0005,0.008,0.1427,0.0535
49,0.0006,0.0002,0.0035,0.1417,0.0521
48,0.0003,0.0001,0.0015,0.1528,0.0599
47,0.0002,0.0001,0.0007,0.1622,0.0832
46,0.0001,0.0001,0.0004,0.1507,0.101
45,0.0001,0,0.0002,0.1881,0.1285
44,0,0.0001,0.0002,0.0541,0.3108
43,0,0,0.0002,0.209,0.005
42,0,0,0.0001,0.1695,0.1638
41,0,0,0.0002,0.1527,0.1298
40,0,0,0.0001,0.0685,0.1233
39,0,0,0.0002,0.1909,0.0705
38,0,0.0001,0.0001,0.1872,0.2255
37,0.0001,0.0001,0.0002,0.2049,0.159
36,0.0001,0.0001,0.0002,0.1796,0.2289
35,0,0,0.0001,0.2414,0.0788
34,0,0,0.0001,0.1634,0.104
33,0,0,0.0001,0.2386,0.0909
32,0.0001,0,0.0001,0.3056,0.1944
31,0,0,0.0001,0.2335,0.1198
30,0.0001,0,0.0002,0.2312,0.078
29,0,0.0001,0.0001,0.2271,0.2512
28,0,0,0.0001,0.1508,0.206
27,0.0001,0.0001,0.0001,0.2271,0.2231
26,0,0,0.0002,0.1806,-0.0509
25,0.0001,0,0.0002,0.2511,0.034
24,0.0001,0,0.0002,0.1802,0.1351
23,0.0001,0.0001,0.0001,0.2308,0.3077
22,0.0001,0,0.0002,0.1963,0.1074
21,0.0001,0,0.0001,0.3641,0.0308
20,0,0,0.0002,0.1756,0.0049
19,0,0,0.0002,0.16,0.0933
18,0,0,0.0002,0.1623,0.1447
17,0.0001,0,0.0001,0.5191,0.0382
16,0,0,0,0.2679,0.3929
15,0,0,0.0002,0.1623,0.1447
14,0,0,0.0002,0.1582,0.1414
13,0,0,0.0002,0.0692,0.1692
12,0,0,0.0001,0.1571,0.1381
11,0,0,0.0002,0.1023,0.1477
10,0,0,0.0001,0.2139,0.2775
9,0,0,0.0001,0.1951,0.1805
8,0.0001,0,0.0001,0.2346,0.1975
7,0.0001,0,0.0002,0.3493,0.0331
6,0,0,0.0002,0.1581,0.1779
5,0,0,0.0001,0.1467,0.1576
4,0,0,0.0001,0.2139,0.0995
3,0,0,0.0001,0.2535,0.1972
2,0.0001,0,0.0002,0.2095,0.1265
1,0,0,0.0002,0.1962,-0.1962
0,0,0.0001,0.0001,0.2308,0.3636
